Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2012,22000,Diesel,Automatic,1,17.05,1995,184.0,5.0,13.8
2014,49000,Petrol,Manual,1,17.4,1497,117.3,5.0,5.7
2012,42600,Diesel,Manual,1,23.0,1396,90.0,5.0,5.99
2018,12794,Petrol,Automatic,1,19.0,1199,88.7,5.0,10.98
2014,88046,Petrol,Automatic,1,10.1,2354,152.0,5.0,16.79
2014,8000,Diesel,Automatic,2,20.0,2143,107.3,5.0,23.7
2018,82739,Diesel,Automatic,1,16.0,2179,140.0,7.0,20.12
2006,193000,Diesel,Manual,3,13.6,2523,63.0,7.0,3.0
2013,7000,Petrol,Automatic,1,17.97,1498,99.6,5.0,4.38
2012,60000,Diesel,Automatic,2,12.35,2179,187.74,5.0,28.2
2017,38000,Petrol,Manual,1,22.74,796,47.3,5.0,3.73
2013,56344,Petrol,Manual,1,17.6,1496,88.73,5.0,5.48
2014,17858,Petrol,Manual,1,17.0,1197,80.0,5.0,6.38
2012,53000,Petrol,Manual,1,20.36,1197,78.9,5.0,3.84
2016,67906,Diesel,Manual,1,25.2,1248,74.0,5.0,6.76
2015,19000,Petrol,Manual,1,21.1,814,55.2,5.0,3.6
2010,67000,Diesel,Automatic,2,22.69,1995,190.0,5.0,11.1
2011,80000,Diesel,Manual,1,23.57,1396,70.0,5.0,1.44
2015,61000,Petrol,Manual,1,22.74,796,47.3,5.0,2.58
2010,39000,Diesel,Manual,1,22.07,1199,73.9,5.0,3.66
2014,59000,Petrol,Automatic,1,14.28,1798,138.03,5.0,13.8
2008,80931,Petrol,Manual,1,17.92,1086,62.1,5.0,2.76
2016,34000,Petrol,Manual,1,20.4,1197,81.8,5.0,5.94
2013,130000,Diesel,Manual,1,21.64,1461,84.8,5.0,5.7
2018,52380,Diesel,Manual,1,24.3,1248,88.5,5.0,12.18
2011,44000,Petrol,Manual,1,18.06,1198,75.0,5.0,3.18
2015,84000,Diesel,Manual,1,20.0,1399,68.05,5.0,4.56
2017,41697,Petrol,Automatic,1,13.1,1997,141.1,5.0,20.02
2014,163000,Diesel,Manual,1,19.01,1461,108.5,5.0,6.0
2011,42000,Petrol,Manual,2,17.71,1197,78.9,5.0,4.5
2013,129000,Diesel,Manual,3,21.27,1396,88.76,5.0,4.93
2015,32200,Petrol,Manual,2,18.16,1196,86.8,5.0,5.1
2004,129000,Diesel,Manual,1,10.5,2835,107.2,6.0,4.14
2014,40000,Diesel,Automatic,1,17.11,1968,174.33,5.0,27.0
2006,150000,Petrol,Manual,1,12.4,1998,132.0,8.0,5.4
2007,140000,Petrol,Manual,1,15.26,1150,74.9,5.0,1.08
2006,63181,Petrol,Manual,1,15.3,1341,83.0,5.0,2.22
2013,39575,Diesel,Manual,1,25.8,1498,98.6,5.0,3.9
2010,63600,Diesel,Manual,2,17.8,1248,112.0,5.0,3.72
2014,70374,Diesel,Manual,1,22.7,1498,89.84,5.0,8.81
2015,26256,Diesel,Manual,1,20.14,1498,88.5,5.0,5.1
2016,13460,Petrol,Manual,1,18.6,1197,81.86,5.0,7.74
2011,122000,Diesel,Manual,2,12.8,2494,102.0,8.0,12.9
2015,58589,Diesel,Automatic,1,15.26,2143,203.2,5.0,33.3
2005,115000,Petrol,Manual,2,17.3,1061,64.0,5.0,1.19
2016,75000,Diesel,Automatic,1,12.62,2198,158.0,7.0,28.8
2016,30292,Petrol,Manual,1,18.6,1197,81.86,5.0,7.32
2017,32248,Petrol,Manual,1,17.5,1199,88.7,5.0,9.9
2013,74000,Petrol,Manual,1,16.47,1198,73.9,5.0,5.58
2014,56100,Petrol,Manual,1,13.7,1997,153.86,5.0,11.7
2014,61325,Petrol,Manual,1,18.9,1197,81.86,5.0,5.28
2014,33000,Petrol,Manual,1,19.1,1197,85.8,5.0,4.79
2016,18090,Diesel,Automatic,1,16.2,2993,258.0,5.0,54.88
2014,71390,Diesel,Manual,1,22.7,1498,89.84,5.0,6.32
2016,67000,Diesel,Manual,1,26.0,1498,98.6,5.0,8.7
2008,99000,Diesel,Manual,2,17.0,1405,70.0,5.0,1.92
2014,142000,Diesel,Manual,2,19.01,1461,108.45,5.0,7.2
2010,26966,Petrol,Manual,1,20.36,1197,78.9,5.0,3.6
2015,27628,Petrol,Manual,1,18.7,1199,88.7,5.0,5.94
2016,82497,Diesel,Manual,1,23.65,1248,88.5,5.0,10.79
2007,86000,Petrol,Manual,3,11.9,2354,144.0,5.0,2.22
2016,26981,Petrol,Manual,1,16.47,1198,73.9,5.0,7.39
2010,110471,Diesel,Manual,1,21.1,1248,73.9,5.0,4.2
2014,69000,Petrol,Manual,1,19.5,1199,88.76,5.0,5.4
2017,12000,Petrol,Manual,1,18.6,1197,81.83,5.0,9.3
2014,77500,Diesel,Manual,1,20.45,1461,83.8,5.0,7.92
2014,48031,Petrol,Manual,1,18.9,1197,82.0,5.0,5.98
2008,170000,Diesel,Automatic,3,16.07,1995,181.0,5.0,11.7
2014,69565,Diesel,Manual,1,22.7,1498,89.84,5.0,6.66
2016,45492,Diesel,Automatic,1,21.5,1498,108.5,5.0,12.36
2011,85000,Petrol,Automatic,2,11.7,2354,177.6,5.0,9.0
2008,55902,Petrol,Manual,1,14.49,1399,92.7,5.0,2.16
2017,18500,Petrol,Manual,1,16.2,1199,74.0,5.0,7.5
2015,129750,Diesel,Manual,2,14.95,2489,93.7,7.0,8.16
2009,50902,Petrol,Automatic,1,19.2,1197,80.0,5.0,3.6
2015,84725,Diesel,Manual,1,15.1,2179,140.0,7.0,13.92
2013,40000,Diesel,Manual,2,22.7,1582,126.24,5.0,8.34
2010,60000,Petrol,Manual,3,14.3,1798,160.0,5.0,4.2
2014,33496,Petrol,Manual,1,18.9,1197,81.86,5.0,6.6
2015,25000,Petrol,Manual,1,18.6,1197,81.83,5.0,6.78
2013,71000,Diesel,Manual,1,18.2,1248,73.8,8.0,3.9
2015,20826,Petrol,Automatic,1,14.3,1598,103.6,5.0,9.26
2016,42244,Diesel,Manual,1,19.67,1582,126.2,5.0,14.4
2013,98598,Diesel,Manual,1,25.44,936,57.6,5.0,1.86
2011,62100,Diesel,Manual,1,11.5,2982,171.0,7.0,12.9
2016,44238,Petrol,Manual,1,18.6,1197,81.83,5.0,8.06
2012,91743,Diesel,Automatic,1,12.07,2967,241.4,7.0,34.26
2013,19828,Diesel,Automatic,2,17.85,2967,300.0,4.0,90.0
2016,36891,Petrol,Manual,1,17.8,1497,117.3,5.0,12.59
2012,90049,Diesel,Manual,1,17.21,1493,100.0,7.0,4.56
2012,74002,Diesel,Automatic,1,16.55,1968,140.0,5.0,22.2
2013,41000,Petrol,Automatic,1,12.37,2359,198.25,5.0,7.2
2012,83678,Diesel,Manual,1,22.32,1582,126.32,5.0,6.6
2010,91000,Petrol,Manual,1,18.9,998,67.1,5.0,2.76
2016,50000,Diesel,Manual,1,24.52,1248,88.5,7.0,10.44
2015,58000,Diesel,Manual,1,24.4,1120,71.01,5.0,5.94
2012,80000,Diesel,Manual,1,22.9,1248,74.0,5.0,5.1
2017,41290,Diesel,Manual,2,16.0,2179,140.0,7.0,13.13
2013,65000,Diesel,Automatic,1,22.48,1995,190.0,5.0,25.51
2016,16471,Petrol,Manual,2,14.28,1798,138.03,5.0,13.8
2015,54339,Diesel,Manual,2,22.54,1396,88.73,5.0,7.2
2016,24025,Petrol,Manual,1,18.15,1198,82.0,6.0,4.92
2013,24027,Petrol,Manual,1,24.7,796,47.3,5.0,2.41
2010,59270,Petrol,Manual,1,15.7,1172,67.0,5.0,3.12
2012,40000,Petrol,Manual,1,18.9,998,67.1,5.0,2.82
2012,155566,Diesel,Manual,2,9.5,2835,118.6,6.0,10.98
2013,42320,Petrol,Manual,1,19.4,1198,86.8,5.0,3.48
2017,24153,Diesel,Manual,2,22.54,1396,88.73,5.0,11.02
2016,27000,Petrol,Automatic,1,13.0,1591,121.3,5.0,13.74
2017,61795,Petrol,Manual,1,17.8,1198,86.7,5.0,6.64
2016,13500,Petrol,Manual,1,18.15,1198,82.0,6.0,4.5
2018,4500,Petrol,Automatic,1,18.0,1497,117.3,5.0,15.0
2017,23000,Diesel,Automatic,1,16.0,2179,140.0,7.0,18.6
2011,65400,Petrol,Manual,1,0.0,1086,112.0,5.0,2.52
2013,80578,Diesel,Automatic,2,14.84,2143,170.0,5.0,17.4
2017,42646,Diesel,Automatic,1,19.6,1461,108.45,5.0,14.95
2014,30000,Petrol,Manual,2,16.47,1198,74.0,5.0,6.3
2009,98000,Diesel,Automatic,2,13.5,2987,282.0,5.0,30.0
2012,50000,Diesel,Automatic,1,12.9,2993,271.23,4.0,54.0
2015,63310,Diesel,Manual,1,28.4,1248,74.0,5.0,6.12
2014,66000,Diesel,Manual,1,25.8,1498,98.6,5.0,4.2
2011,74000,Diesel,Automatic,2,16.07,1995,181.0,5.0,15.0
2012,93000,Diesel,Manual,1,23.5,1396,88.7,5.0,6.66
2015,70000,Diesel,Automatic,1,11.5,2982,169.0,7.0,23.38
2012,48772,Petrol,Manual,1,18.6,1197,85.8,5.0,4.69
2010,66000,Petrol,Manual,1,18.6,1199,79.4,5.0,2.63
2017,27417,Petrol,Automatic,1,18.9,1197,82.0,5.0,8.27
2011,51593,Petrol,Manual,2,15.6,1196,70.0,5.0,4.16
2008,86340,Petrol,Automatic,2,9.1,2349,112.0,5.0,3.9
2010,75000,Petrol,Manual,1,16.1,1298,88.2,5.0,3.42
2016,39237,Diesel,Automatic,1,17.11,1968,174.33,5.0,30.77
2018,11966,Petrol,Manual,1,16.8,1497,116.3,5.0,12.34
2015,37000,Petrol,Manual,1,18.2,1199,88.7,5.0,7.56
2014,70920,Diesel,Manual,1,20.14,1498,88.8,5.0,5.7
2013,65280,Diesel,Manual,1,19.87,1461,83.14,5.0,6.96
2016,62000,Diesel,Automatic,1,12.51,2179,187.7,7.0,53.4
2014,44525,Petrol,Manual,1,18.5,1197,82.9,5.0,5.58
2009,86863,Petrol,Manual,1,17.0,1497,118.0,5.0,4.32
2015,102626,Diesel,Manual,1,16.0,2179,140.0,7.0,14.7
2017,45000,Diesel,Manual,1,16.3,1956,170.0,5.0,24.0
2017,22000,Diesel,Manual,1,16.0,2179,140.0,7.0,19.2
2011,108905,Diesel,Automatic,2,11.79,2179,120.0,8.0,7.45
2016,12800,Petrol,Manual,1,19.44,1198,67.0,7.0,3.9
2016,32000,Diesel,Manual,1,15.4,2179,120.0,7.0,11.7
2014,39000,Petrol,Automatic,1,15.5,1198,86.7,5.0,5.34
2017,42000,Diesel,Manual,1,25.6,1498,98.6,5.0,14.4
2008,73000,Petrol,Manual,1,14.4,1396,65.0,5.0,0.96
2018,48000,Diesel,Manual,1,24.0,1186,73.97,5.0,7.14
2014,19000,Petrol,Manual,1,17.43,1396,105.5,5.0,6.3
2019,33598,Diesel,Manual,1,13.68,2393,147.8,7.0,26.64
2012,63000,Diesel,Automatic,1,17.05,1995,184.0,5.0,16.2
2015,48000,Diesel,Automatic,1,16.96,1968,138.03,5.0,16.2
2014,66000,Diesel,Manual,1,20.0,1399,68.05,5.0,4.16
2013,80000,Diesel,Automatic,2,11.18,2696,184.0,7.0,11.4
2011,37000,Petrol,Manual,1,15.04,1598,103.6,5.0,5.76
2016,35058,Petrol,Manual,1,15.0,1598,103.52,5.0,7.85
2012,52000,Petrol,Manual,1,16.47,1198,73.9,5.0,3.72
2015,61313,Diesel,Manual,1,23.65,1248,88.5,5.0,9.59
2009,45000,Petrol,Manual,2,14.53,1798,138.1,5.0,3.96
2015,74000,Diesel,Manual,1,20.77,1248,88.8,7.0,10.5
2013,89000,Petrol,Automatic,1,19.2,1197,80.0,5.0,5.03
2019,13414,Diesel,Automatic,1,17.9,2143,136.0,5.0,36.92
2006,95000,Petrol,Manual,2,16.9,1497,100.0,5.0,2.53
2018,15900,Petrol,Manual,1,18.15,1198,82.0,6.0,7.5
2011,151000,Diesel,Manual,1,11.5,2982,171.0,7.0,13.68
2011,65000,Petrol,Manual,1,17.0,1497,118.0,5.0,6.24
2017,36824,Diesel,Automatic,1,18.53,1968,187.74,5.0,47.81
2013,65287,Diesel,Manual,1,20.0,1399,68.05,5.0,5.34
2014,52000,Diesel,Automatic,1,17.9,2143,136.0,5.0,23.4
2007,33000,Petrol,Manual,1,15.26,1150,74.9,5.0,2.1
2016,71000,Diesel,Manual,1,25.83,1498,99.0,5.0,6.12
2013,71000,Diesel,Automatic,1,22.7,1582,126.2,5.0,8.16
2016,20000,Petrol,Automatic,1,21.4,1197,83.1,5.0,6.89
2010,71000,Petrol,Manual,1,16.1,1197,85.0,5.0,3.96
2010,29000,Diesel,Automatic,1,9.9,3498,271.72,4.0,38.4
2016,27000,Diesel,Automatic,1,21.76,1995,190.0,5.0,42.0
2017,19000,Diesel,Automatic,1,28.4,1248,73.75,5.0,10.68
2011,58000,Petrol,Manual,2,17.01,1591,121.3,5.0,4.8
2018,42203,Diesel,Manual,1,17.1,1956,170.0,5.0,23.35
2009,94000,Diesel,Automatic,1,11.4,1991,142.0,5.0,6.3
2018,4900,Diesel,Manual,1,21.5,1497,108.5,5.0,11.06
2013,70000,Petrol,Manual,1,21.1,814,55.2,5.0,2.16
2005,100000,Diesel,Manual,2,13.5,1405,112.0,5.0,1.56
2015,65266,Diesel,Automatic,1,14.69,2993,258.0,5.0,38.1
2014,54569,Diesel,Manual,1,20.77,1248,88.76,7.0,7.19
2015,51361,Petrol,Manual,1,18.0,1198,86.7,5.0,5.93
2007,125000,Petrol,Manual,3,16.6,1388,68.0,5.0,1.8
2008,66000,Petrol,Manual,3,13.5,1799,130.0,5.0,3.9
2014,22281,Diesel,Manual,1,20.77,1248,88.8,7.0,7.8
2013,63210,Diesel,Manual,1,24.0,1120,70.0,5.0,4.45
2018,31000,Petrol,Manual,1,20.14,1197,81.86,5.0,6.0
2008,60000,Petrol,Manual,1,19.81,1086,68.05,5.0,2.39
2017,32006,Petrol,Manual,1,18.0,1198,86.7,5.0,5.1
2009,78000,Diesel,Automatic,1,12.4,2698,179.5,5.0,9.6
2011,9489,Petrol,Manual,1,20.36,1197,78.9,5.0,3.54
2018,5000,Petrol,Manual,1,25.17,799,53.3,5.0,4.2
2012,60000,Diesel,Automatic,2,15.2,1968,140.8,5.0,19.2
2015,50000,Petrol,Manual,1,22.74,796,47.3,5.0,3.3
2015,53000,Petrol,Manual,1,17.8,1497,117.3,5.0,8.34
2011,64000,Petrol,Automatic,2,11.74,1796,186.0,5.0,15.0
2017,43827,Diesel,Automatic,1,13.22,2967,241.4,5.0,44.2
2011,36431,Petrol,Manual,1,16.2,1199,74.0,5.0,3.24
2017,35000,Diesel,Manual,1,21.38,1396,88.7,5.0,11.88
2011,94832,Petrol,Manual,1,17.0,1497,118.0,5.0,4.6
2012,88381,Petrol,Manual,1,17.0,1497,118.0,5.0,6.3
2016,45194,Diesel,Manual,1,22.7,1598,118.0,5.0,9.3
2010,66000,Petrol,Manual,2,16.51,1586,103.2,5.0,2.95
2014,38578,Diesel,Manual,1,23.4,1248,74.0,5.0,4.75
2015,40000,Diesel,Manual,1,20.77,1248,88.8,7.0,9.9
2018,20632,Petrol,Manual,1,18.6,1197,81.83,5.0,9.1
2014,73042,Diesel,Manual,1,24.0,1120,70.0,5.0,4.79
2014,54257,Petrol,Manual,1,17.4,1497,117.3,5.0,7.5
2013,93000,Diesel,Manual,1,20.5,1598,103.5,5.0,6.0
2005,102000,Diesel,Automatic,2,11.0,2987,198.5,5.0,5.58
2016,28881,Diesel,Automatic,1,13.01,2199,194.3,7.0,25.64
2007,52195,Petrol,Manual,1,19.7,796,46.3,5.0,2.1
2018,20422,Diesel,Manual,1,12.4,2499,134.0,5.0,19.31
2012,38000,Diesel,Manual,1,24.8,1396,88.7,5.0,4.92
2015,92885,Diesel,Manual,1,20.0,1399,68.0,5.0,4.27
2010,43000,Petrol,Manual,2,17.0,1497,118.0,5.0,5.05
2016,70478,Diesel,Manual,1,17.8,1248,112.0,5.0,8.23
2015,57000,Diesel,Manual,1,23.9,1582,126.2,5.0,7.92
2018,32434,Petrol,Automatic,1,13.0,1591,121.3,5.0,17.22
2017,32000,Diesel,Manual,1,22.7,1498,89.84,5.0,11.4
2011,59000,Diesel,Automatic,1,11.2,2993,241.0,4.0,26.28
2016,76467,Diesel,Automatic,1,18.12,1995,190.0,5.0,36.54
2016,100000,Diesel,Manual,1,25.83,1498,99.0,5.0,6.12
2013,37086,Petrol,Automatic,1,17.0,1591,121.3,5.0,6.53
2010,135000,Diesel,Manual,1,13.8,1399,68.0,5.0,1.92
2014,54862,Diesel,Automatic,1,17.68,1968,174.33,5.0,20.0
2010,67758,Petrol,Manual,1,10.8,2354,112.0,5.0,11.4
2012,56200,Petrol,Automatic,1,15.0,1396,98.6,5.0,4.62
2011,169006,Diesel,Manual,1,14.24,2755,174.5,7.0,12.77
2016,20229,Petrol,Manual,1,25.17,799,53.3,5.0,4.2
2008,62000,Petrol,Manual,3,18.0,995,62.0,5.0,1.32
2011,51500,Petrol,Manual,2,16.2,1599,103.2,5.0,3.12
2012,69000,Diesel,Automatic,1,18.88,1995,184.0,5.0,22.2
2004,167000,Petrol,Manual,1,0.0,1086,112.0,5.0,1.62
2015,62476,Diesel,Manual,1,26.59,1248,74.0,5.0,9.54
2017,60500,Diesel,Manual,1,25.4,1186,73.97,5.0,6.59
2017,17978,Petrol,Automatic,1,19.0,1199,88.7,5.0,8.34
2008,300000,Diesel,Manual,1,17.0,1405,70.0,5.0,1.2
2013,123000,Diesel,Manual,2,17.8,1399,67.0,5.0,5.34
2016,45296,Diesel,Manual,1,25.1,1248,88.5,5.0,8.39
2008,77325,Petrol,Manual,1,15.6,1586,104.68,5.0,4.21
2018,25858,Petrol,Automatic,1,21.4,1197,83.1,5.0,9.05
2016,120000,Diesel,Manual,1,23.2,1248,73.94,5.0,4.38
2016,22000,Diesel,Automatic,1,19.5,1582,126.24,5.0,19.2
2012,11000,Petrol,Manual,1,16.2,995,62.1,5.0,1.68
2017,3900,Petrol,Manual,1,18.6,1197,81.83,5.0,7.74
2016,106092,Diesel,Manual,1,24.4,1120,71.0,5.0,5.28
2015,27000,Petrol,Automatic,1,19.0,1199,88.7,5.0,7.14
2013,11000,Petrol,Manual,1,19.4,1198,86.8,5.0,4.68
2016,39753,Diesel,Automatic,1,13.0,2143,201.1,5.0,42.34
2017,39800,Diesel,Manual,1,17.6,2179,153.86,7.0,17.1
2017,73000,Diesel,Manual,1,24.4,1120,71.0,5.0,5.4
2015,55000,Diesel,Manual,1,22.7,1498,89.84,5.0,9.0
2017,18351,Petrol,Automatic,1,21.9,624,37.48,4.0,4.09
2013,45000,Petrol,Manual,2,19.4,1198,86.8,5.0,3.9
2016,112200,Diesel,Manual,1,24.52,1248,88.5,7.0,9.96
2010,29000,Petrol,Manual,1,20.36,1197,78.9,5.0,4.14
2007,57309,Petrol,Manual,1,17.0,1086,112.0,5.0,2.52
2015,53392,Diesel,Manual,1,16.0,2179,140.0,7.0,14.34
2010,71000,Diesel,Manual,1,20.54,1598,103.6,5.0,5.1
2014,93000,Diesel,Manual,1,14.0,2179,138.1,7.0,9.9
2010,119000,Petrol,Manual,1,10.2,2354,180.0,5.0,7.14
2016,42225,Petrol,Manual,1,15.1,1196,73.0,7.0,5.16
2012,65000,Diesel,Manual,1,22.9,1248,74.0,5.0,4.68
2016,27809,Petrol,Automatic,1,21.4,1197,83.1,5.0,7.69
2015,65100,Diesel,Manual,1,15.1,2179,140.0,7.0,10.03
2014,51000,Petrol,Manual,1,19.1,1197,82.0,5.0,4.62
2017,10000,Diesel,Automatic,1,19.27,2143,167.62,5.0,43.2
2011,54895,Petrol,Manual,1,13.14,1798,160.0,5.0,9.0
2015,80768,Diesel,Manual,1,20.14,1498,88.73,5.0,6.84
2019,12076,Petrol,Manual,1,20.89,1197,81.8,5.0,6.6
2016,49000,Diesel,Manual,1,25.2,1248,74.0,5.0,7.08
2015,42366,Petrol,Manual,1,17.8,1497,117.3,5.0,9.3
2010,68000,Diesel,Automatic,1,11.5,2993,235.0,5.0,21.6
2008,122397,Diesel,Manual,1,17.5,1896,106.0,5.0,5.28
2017,50534,Petrol,Automatic,1,17.21,1197,103.5,5.0,9.92
2014,55300,Diesel,Manual,1,19.87,1461,83.8,5.0,5.7
2008,73095,Petrol,Automatic,1,16.8,1497,118.0,5.0,4.56
2011,51100,Diesel,Manual,1,20.54,1598,103.6,5.0,4.08
2016,13436,Petrol,Manual,2,18.9,1197,82.0,5.0,5.64
2008,76000,Petrol,Manual,2,16.6,1388,68.0,5.0,1.79
2016,63141,Diesel,Manual,2,24.4,1120,71.0,5.0,5.4
2014,74885,Diesel,Manual,1,25.8,1498,98.6,5.0,6.48
2016,14000,Petrol,Automatic,1,18.0,1497,117.3,5.0,13.8
2012,56000,Diesel,Manual,2,20.4,1461,108.5,5.0,4.2
2010,46000,Diesel,Automatic,1,22.48,1995,190.0,5.0,19.8
2012,51800,Petrol,Manual,1,15.5,1586,103.3,5.0,4.68
2007,81000,Petrol,Automatic,1,16.4,1497,78.0,5.0,3.9
2018,17370,Petrol,Manual,1,17.0,1198,73.75,5.0,7.01
2016,18456,Petrol,Manual,1,17.0,1198,73.75,5.0,6.9
2010,59000,Diesel,Automatic,1,16.55,1968,140.0,5.0,12.0
2006,141537,Petrol,Manual,2,18.9,998,67.1,5.0,1.26
2013,51000,Diesel,Automatic,1,19.08,1582,126.32,5.0,6.77
2019,29311,Diesel,Automatic,1,17.9,2143,170.0,5.0,61.16
2016,31000,Diesel,Automatic,1,21.76,1995,190.0,5.0,35.94
2014,80000,Diesel,Manual,2,24.2,1498,98.6,7.0,5.82
2016,33000,Diesel,Automatic,1,17.01,1582,126.2,5.0,17.4
2011,71556,Petrol,Manual,1,17.0,1497,118.0,5.0,6.6
2011,85000,Diesel,Manual,1,17.8,1399,68.0,5.0,3.84
2016,91000,Diesel,Manual,1,26.59,1248,74.0,5.0,5.4
2015,73187,Diesel,Automatic,1,13.0,2143,204.0,5.0,36.86
2009,232000,Diesel,Manual,1,11.5,1991,147.9,7.0,4.2
2007,127079,Diesel,Manual,1,12.8,2494,102.0,7.0,8.39
2014,58816,Diesel,Manual,1,17.21,1493,100.0,7.0,4.14
2015,63818,Petrol,Manual,1,17.4,1497,117.3,5.0,7.88
2014,40000,Diesel,Automatic,1,17.11,1968,174.33,5.0,21.0
2013,77445,Diesel,Manual,1,22.07,1199,73.9,5.0,4.5
2017,14000,Petrol,Automatic,1,14.8,1497,121.36,5.0,11.99
2012,85122,Diesel,Manual,1,12.99,2494,100.0,7.0,9.84
2005,123000,Petrol,Manual,3,13.0,1493,100.0,5.0,1.32
2015,63714,Petrol,Manual,1,24.7,796,47.3,5.0,2.94
2009,53000,Diesel,Automatic,1,8.7,2987,224.34,5.0,16.5
2017,60000,Diesel,Manual,1,26.59,1248,74.0,5.0,3.6
2017,33000,Diesel,Manual,1,24.3,1248,88.5,5.0,11.1
2013,31000,Diesel,Automatic,1,13.2,2400,215.0,5.0,21.18
2014,79000,Diesel,Automatic,1,12.55,2982,168.5,7.0,21.9
2013,67914,Diesel,Manual,1,23.0,1396,90.0,5.0,4.14
2015,58970,Diesel,Automatic,1,17.11,1968,174.33,5.0,28.5
2013,60000,Diesel,Manual,2,19.64,1461,108.5,5.0,6.54
2017,35225,Petrol,Automatic,1,23.1,998,67.04,5.0,6.3
2005,69496,Petrol,Manual,1,15.9,1298,112.0,5.0,1.32
2012,62282,Petrol,Automatic,1,16.95,1197,78.9,5.0,3.48
2010,80000,Diesel,Automatic,1,22.69,1995,190.0,5.0,17.04
2018,43698,Petrol,Manual,1,18.9,1197,82.0,5.0,6.96
2017,28052,Petrol,Automatic,1,18.9,1197,82.0,5.0,8.66
2016,29091,Petrol,Manual,1,18.9,1197,81.86,5.0,5.84
2013,63000,Petrol,Manual,1,16.47,1198,74.0,5.0,3.96
2007,91000,Petrol,Manual,2,17.7,1497,78.0,5.0,3.6
2014,30000,Diesel,Automatic,1,17.9,2143,136.0,5.0,31.2
2017,24571,Petrol,Manual,1,14.0,796,35.0,5.0,3.48
2014,45000,Petrol,Automatic,1,15.74,1591,121.3,5.0,9.0
2015,24617,Petrol,Manual,1,22.74,796,47.3,5.0,2.83
2017,26927,Diesel,Manual,1,24.3,1248,88.5,5.0,13.67
2013,87736,Diesel,Manual,1,15.1,2179,140.0,7.0,8.42
2016,35299,Diesel,Manual,1,24.3,1248,88.5,5.0,9.6
2017,51612,Petrol,Manual,1,18.6,1197,81.83,5.0,8.53
1998,55300,Diesel,Automatic,1,10.0,1796,157.7,5.0,4.68
2009,65090,Petrol,Manual,1,19.7,796,46.3,5.0,2.58
2013,40000,Petrol,Manual,1,18.0,1198,86.7,5.0,3.9
2015,38467,Diesel,Automatic,1,12.65,2993,255.0,5.0,84.79
2013,71904,Diesel,Manual,1,24.0,1120,70.0,5.0,5.53
2008,87000,Petrol,Manual,1,13.5,1799,130.0,5.0,2.82
2014,33000,Diesel,Manual,2,24.0,1120,70.0,5.0,4.86
2009,22100,Petrol,Manual,2,16.1,796,37.0,4.0,0.96
2014,59589,Diesel,Manual,1,23.59,1364,67.1,5.0,6.72
2015,44000,Diesel,Manual,1,22.54,1396,88.73,5.0,6.42
2017,12000,Petrol,Manual,1,24.07,998,67.1,5.0,3.9
2012,66000,Diesel,Automatic,2,17.05,1995,184.0,5.0,13.8
2016,38009,Petrol,Automatic,1,23.1,998,67.04,5.0,5.1
2009,35000,Petrol,Automatic,2,13.7,1798,157.75,5.0,5.34
2009,70000,Diesel,Manual,1,14.0,2498,112.0,7.0,3.42
2014,86000,Diesel,Manual,1,15.1,2179,140.0,7.0,9.42
2016,32000,Petrol,Manual,1,19.1,1197,85.8,5.0,6.36
2017,15000,Petrol,Manual,1,18.88,999,123.24,5.0,9.6
2014,69918,Diesel,Manual,1,21.43,1364,87.2,5.0,11.32
2012,39000,Petrol,Manual,1,18.5,1197,80.0,5.0,3.3
2018,1011,Diesel,Manual,1,20.37,1461,108.45,5.0,16.2
2009,85000,Diesel,Automatic,1,11.0,2987,198.5,5.0,11.99
2017,46663,Petrol,Manual,1,21.1,998,100.0,5.0,8.34
2015,27000,Petrol,Automatic,1,17.97,1498,99.6,5.0,8.1
2015,15000,Petrol,Automatic,1,18.9,1197,82.0,5.0,6.6
2018,10575,Petrol,Manual,1,21.56,1462,103.25,5.0,11.02
2014,12500,Petrol,Manual,1,19.1,1197,82.0,5.0,4.98
2012,52000,Diesel,Manual,1,22.32,1582,126.32,5.0,7.8
2015,49818,Petrol,Manual,1,21.5,1197,81.8,5.0,4.93
2008,90000,Diesel,Manual,2,16.8,1493,110.0,5.0,2.7
2015,52207,Petrol,Manual,1,17.71,1197,78.9,5.0,5.47
2013,167362,Diesel,Manual,1,11.68,2498,112.0,7.0,4.8
2015,49894,Diesel,Manual,1,23.59,1364,67.06,5.0,6.32
2019,13024,Diesel,Manual,1,18.06,2523,63.0,7.0,10.93
2010,128000,Diesel,Manual,2,14.42,1995,147.6,5.0,7.44
2017,26023,Diesel,Automatic,1,11.36,2755,171.5,7.0,23.96
2016,42784,Diesel,Manual,1,21.38,1396,88.7,5.0,12.2
2014,115000,Diesel,Manual,1,28.4,1248,74.0,5.0,5.4
2019,30529,Diesel,Manual,1,23.9,1582,126.2,5.0,17.14
2012,14814,Petrol,Manual,2,19.7,796,46.3,5.0,2.96
2016,58000,Diesel,Manual,1,23.65,1248,88.5,5.0,9.48
2011,68128,Petrol,Manual,1,21.1,814,55.2,5.0,2.76
2013,63220,Petrol,Manual,1,13.24,1598,102.5,5.0,7.8
2016,30000,Petrol,Manual,1,21.1,814,55.2,5.0,3.9
2017,27768,Diesel,Manual,1,20.65,1248,88.7,5.0,7.02
