Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2016,72132,Diesel,Automatic,2,12.07,2967,241.4,7.0,46800.0
2009,79000,Diesel,Automatic,1,18.48,1995,177,5.0,18000.0
2013,66930,Petrol,Manual,1,17.1,1591,121.3,5.0,7380.0
2015,100000,Diesel,Automatic,2,13.01,2199,194.3,7.0,17400.000000000004
2018,27413,Petrol,Automatic,1,20.51,998,67,5.0,6216.0
2007,90000,Petrol,Manual,2,17.3,1061,64,5.0,1488.0
2013,40300,Petrol,Manual,1,18.5,1197,82.85,5.0,3360.0
2011,73783,Petrol,Automatic,2,13.7,1798,157.75,5.0,6276.000000000001
2005,86000,Petrol,Manual,2,15.3,1341,83,5.0,540.0
2014,65694,Petrol,Manual,1,18.9,998,67.1,5.0,3900.0
2015,23000,Petrol,Manual,1,16.8,796,34.2,5.0,1800.0000000000002
2012,51000,Petrol,Manual,1,20.36,1197,78.9,5.0,3420.0
2018,18335,Petrol,Manual,1,21.7,999,67,5.0,5400.0
2014,36000,Diesel,Automatic,1,15.0,2147,107.3,5.0,19500.0
2017,25000,Petrol,Automatic,1,17.21,1197,103.5,5.0,9300.0
2007,81000,Diesel,Manual,3,12.05,2179,120,8.0,5220.0
2019,21719,Diesel,Automatic,1,12.9,2755,174.5,7.0,39756.0
2013,75421,Diesel,Manual,1,25.44,936,56.3,5.0,4356.0
2010,80000,Diesel,Manual,1,12.8,2494,102,8.0,5700.0
2018,10671,Petrol,Manual,1,20.85,1197,83.14,5.0,7812.0
2018,4126,Petrol,Manual,1,21.7,999,67,5.0,5760.0
2017,98500,Diesel,Manual,1,22.95,1248,74,5.0,7200.000000000001
2016,61578,Petrol,Manual,1,18.9,1197,82,5.0,7680.000000000002
2014,54000,Diesel,Manual,1,20.34,1498,103.2,5.0,5880.0
2013,70998,Diesel,Automatic,1,17.68,1968,174.33,5.0,24684.0
2015,40082,Diesel,Manual,1,19.3,1248,73.9,5.0,5711.999999999999
2012,50619,Petrol,Manual,1,18.0,995,62,5.0,2400.0
2009,103905,Diesel,Automatic,1,22.69,1995,190,5.0,11904.0
2018,15334,Petrol,Manual,1,21.1,814,55.2,5.0,4428.0
2013,69000,Diesel,Manual,1,23.4,1248,74,5.0,6900.0
2014,75160,Diesel,Manual,1,20.14,1498,88.5,5.0,6840.0
2014,44753,Petrol,Manual,1,18.0,1198,86.7,5.0,5928.000000000001
2012,53024,Petrol,Automatic,1,14.4,1598,103.6,5.0,5148.0
2014,23840,Petrol,Manual,1,20.51,998,67.04,5.0,3600.0000000000005
2014,81298,Diesel,Manual,1,20.14,1498,88.8,5.0,7800.0
2015,59000,Petrol,Manual,2,16.47,1198,73.9,5.0,5880.0
2016,51806,Diesel,Manual,1,25.8,1498,98.6,5.0,6480.0
2014,56000,Diesel,Automatic,1,18.53,1968,187.74,5.0,28800.000000000004
2019,29279,Diesel,Manual,1,24.7,1047,69,5.0,8952.0
2017,33550,Diesel,Automatic,1,21.5,1498,108.5,5.0,11520.0
2014,62000,Diesel,Automatic,1,18.53,1968,187.74,5.0,30000.0
2014,66000,Diesel,Manual,1,19.01,1461,108.5,5.0,8160.000000000001
2016,46630,Diesel,Automatic,1,21.66,1498,103.52,5.0,10308.0
2016,72566,Diesel,Manual,1,25.83,1498,99,5.0,6348.000000000001
2011,51482,Diesel,Manual,1,15.42,1405,70,8.0,3000.0
2011,90000,Diesel,Automatic,1,14.84,2143,167.62,5.0,16680.000000000004
2014,69000,Diesel,Manual,2,13.0,2982,168.5,7.0,24000.0
2011,90000,Petrol,Manual,2,17.0,1497,118,5.0,4080.0000000000005
2015,39000,Petrol,Manual,1,18.6,1197,81.83,5.0,6600.0
2012,110000,Diesel,Manual,2,20.54,1598,103.6,5.0,4380.0
2011,68022,Diesel,Manual,1,13.1,2499,141,7.0,7032.0
2018,27852,Petrol,Automatic,1,14.8,1497,121.36,5.0,12528.0
2013,58291,Diesel,Manual,1,17.8,1248,112,5.0,6000.0
2011,68439,Diesel,Manual,1,23.0,1396,90,5.0,4044.0
2011,150000,Diesel,Manual,1,12.99,2494,100.6,8.0,8340.000000000002
2018,14000,Diesel,Manual,1,21.5,1497,108.5,5.0,11880.0
2012,71558,Diesel,Manual,1,20.0,1399,68.05,5.0,3960.0
2013,48000,Diesel,Automatic,2,17.85,2967,300,4.0,60600.0
2015,65800,Diesel,Automatic,1,17.01,1582,126.2,5.0,15000.0
2014,53000,Diesel,Automatic,1,16.55,1968,140,5.0,24600.0
2017,14600,Diesel,Manual,1,16.0,2179,140,7.0,17400.000000000004
2017,34429,Diesel,Automatic,1,13.8,2999,174.57,7.0,24000.0
2014,52000,Diesel,Manual,1,23.4,1248,74,5.0,6300.000000000001
2015,25470,Petrol,Manual,1,20.73,1373,91.1,5.0,7080.0
2013,22000,Petrol,Manual,1,21.1,814,55.2,5.0,3120.0
2007,75000,Diesel,Automatic,1,11.0,2987,198.5,5.0,13200.0
2011,95995,Diesel,Automatic,1,18.48,1995,177,5.0,18600.0
2017,26877,Diesel,Manual,1,24.0,1186,73.97,5.0,6900.0
2015,26000,Diesel,Automatic,1,14.47,2993,301.73,5.0,90000.0
2007,140000,Diesel,Manual,2,17.8,1248,75,5.0,2400.0
2008,95291,Petrol,Manual,1,17.92,1086,62.1,5.0,2760.0
2009,135000,Diesel,Manual,2,12.8,2494,102,8.0,9840.0
2015,32000,Petrol,Manual,1,18.6,1197,81.83,5.0,5760.0
2008,68333,Diesel,Automatic,2,11.0,2987,198.5,5.0,10200.0
2011,72000,Diesel,Manual,1,20.0,1399,68,5.0,3480.0000000000005
2012,52100,Diesel,Manual,1,21.43,1364,86.79,5.0,7800.0
2018,10000,Petrol,Manual,1,18.9,1197,81.86,5.0,7020.0
2019,6261,Diesel,Manual,1,16.3,1956,170,5.0,28692.000000000004
2019,3906,Petrol,Automatic,1,20.89,1197,81.80,5.0,8832.0
2014,55960,Diesel,Manual,1,11.5,2982,171,7.0,20700.0
2013,144000,Diesel,Manual,1,20.54,1598,103.6,5.0,8400.0
2017,38000,Diesel,Manual,1,13.68,2393,147.8,7.0,21180.0
2013,51000,Diesel,Manual,1,20.0,1399,68.1,5.0,3000.0
2015,150000,Diesel,Manual,1,23.59,1364,67.05,5.0,7200.000000000001
2018,2500,Diesel,Manual,1,18.06,2523,63,7.0,9900.0
2018,41661,Diesel,Automatic,1,12.7,2179,187.7,5.0,53796.0
2011,64000,Diesel,Automatic,1,16.07,1995,181,5.0,12600.000000000002
2008,80000,Petrol,Manual,2,13.2,1495,94,5.0,2280.0
2016,30000,Petrol,Automatic,2,23.1,998,67.04,5.0,5100.0
2014,43000,Diesel,Automatic,2,16.36,2179,187.7,5.0,31800.0
2013,90000,Diesel,Automatic,2,12.4,2698,179.5,5.0,27000.0
2011,123880,Diesel,Manual,1,23.08,1461,63.1,5.0,3960.0
2015,42000,Petrol,Manual,2,18.0,1198,86.7,5.0,5160.0
2012,79824,Diesel,Manual,1,19.87,1461,83.8,5.0,6300.000000000001
2015,75000,Diesel,Manual,1,12.99,2494,100.6,8.0,14100.000000000004
2014,72411,Petrol,Manual,1,18.0,1198,86.7,5.0,5100.0
2012,63000,Diesel,Automatic,1,14.94,2143,204,5.0,17064.0
2015,53713,Petrol,Manual,1,17.71,1197,78.9,5.0,5040.0
2017,18000,Diesel,Automatic,1,11.36,2755,171.5,8.0,21900.0
2013,51000,Diesel,Manual,1,15.8,2148,170,5.0,22200.0
2008,86700,Petrol,Manual,2,16.1,1298,88.2,5.0,2880.0
2016,29000,Diesel,Manual,1,27.39,1248,74,5.0,7800.0
2014,56000,LPG,Manual,1,13.45,1086,62.1,5.0,3840.000000000001
2015,33000,Petrol,Automatic,1,23.1,998,67.04,5.0,4788.0
2014,64394,Diesel,Manual,1,22.7,1498,89.84,5.0,6540.0
2010,76000,Diesel,Manual,1,18.8,1248,90,5.0,3240.0
2016,48719,Diesel,Manual,1,27.3,1498,98.6,5.0,7500.0
2016,59711,Diesel,Manual,1,15.1,2179,140,7.0,15936.0
2012,83000,Diesel,Manual,1,23.08,1461,63.1,5.0,4440.0
2018,10714,Diesel,Automatic,1,19.27,2143,167.62,5.0,47412.0
2010,127510,Diesel,Manual,2,19.0,1248,90,5.0,1680.0
2014,35010,Diesel,Manual,1,22.9,1248,74,5.0,4200.0
2012,75451,Petrol,Manual,1,17.5,1197,85.8,5.0,4536.0
2015,83000,Diesel,Manual,1,19.09,1405,69.01,5.0,3240.0
2013,38755,Diesel,Manual,1,25.8,1498,98.6,5.0,3840.000000000001
2016,30000,Petrol,Manual,1,20.4,1197,81.80,5.0,6000.0
2012,40000,Diesel,Manual,1,20.77,1248,88.8,7.0,8400.0
2014,19500,Petrol,Manual,2,18.9,1197,82,5.0,3420.0
2016,41000,Petrol,Manual,1,19.69,1198,67.04,5.0,5100.0
2014,30000,Petrol,Manual,2,18.9,1197,82,5.0,5880.0
2017,37000,Diesel,Manual,1,17.1,1956,170,5.0,20280.0
2014,62000,Diesel,Manual,2,22.07,1199,73.9,5.0,5100.0
2015,42023,Petrol,Automatic,1,15.5,1198,86.7,5.0,5208.0
2012,51001,Diesel,Automatic,1,16.09,1995,184,5.0,20400.0
2017,55389,Diesel,Automatic,1,18.88,1995,184,5.0,34139.99999999999
2014,46728,Petrol,Automatic,1,15.6,1497,116.3,5.0,7380.0
2014,58995,Diesel,Manual,1,12.83,2696,162,7.0,11100.0
2015,37857,Diesel,Manual,1,26.59,1248,74,5.0,5820.0
2014,71000,Diesel,Manual,1,25.2,1248,74,5.0,5760.0
2012,49024,Petrol,Manual,1,18.4,1198,86.8,5.0,2760.0
2016,10770,Petrol,Manual,1,18.9,1197,82,5.0,5700.0
2017,72000,Diesel,Manual,1,22.95,1248,74,5.0,6000.0
2015,91000,Petrol,Manual,1,21.1,814,55.2,5.0,3000.0
2017,14000,Petrol,Manual,1,18.6,1197,81.83,5.0,7140.0
2014,48000,Diesel,Automatic,2,9.0,1984,181,5.0,19200.0
2014,75136,Diesel,Manual,1,22.7,1498,89.84,5.0,7380.0
2014,32500,Petrol,Manual,2,21.1,1197,85.80,5.0,4860.0
2010,94500,Diesel,Manual,2,21.9,1396,90,5.0,3720.0
2013,34900,Petrol,Manual,1,22.0,1197,81.80,5.0,6588.0
2010,42400,Petrol,Automatic,3,8.0,4806,394.3,4.0,51491.99999999999
2015,50000,Diesel,Manual,1,17.8,1248,75,5.0,6840.0
2014,35000,Petrol,Manual,1,19.4,1198,86.8,5.0,3420.0
2012,37000,Petrol,Manual,2,18.6,1199,79.4,5.0,2819.9999999999995
2018,32807,Petrol,Automatic,1,13.0,1591,121.3,5.0,17712.0
2008,119000,Petrol,Manual,2,17.7,1497,78,5.0,2700.0
2016,12000,Petrol,Manual,1,18.5,1197,85.80,5.0,4380.0
2016,46727,Diesel,Manual,1,22.77,1498,98.59,5.0,8700.000000000002
2010,73336,Diesel,Automatic,1,13.2,1995,170,5.0,12828.0
2014,9000,Petrol,Manual,2,17.01,1591,121.3,5.0,6600.0
2014,25422,Petrol,Manual,1,22.5,998,67.04,5.0,3900.0
2018,14000,Diesel,Manual,1,25.47,1248,88.50,7.0,11100.0
2008,66000,Petrol,Manual,1,19.7,796,46.3,5.0,2040.0000000000002
2010,55324,Petrol,Manual,1,19.0,998,66.1,5.0,3444.0
2009,90000,Diesel,Automatic,1,11.0,2993,235,5.0,21300.0
2017,43000,Petrol,Manual,1,18.15,1198,82,5.0,5400.0
2008,58483,Petrol,Automatic,2,19.2,1197,80,5.0,3540.0
2007,93000,Petrol,Automatic,2,12.9,1799,130,5.0,3120.0
2010,50000,Petrol,Manual,1,20.36,1197,78.9,5.0,3600.0000000000005
2014,78616,Diesel,Automatic,2,14.84,2143,170,5.0,18600.0
2011,37000,Petrol,Manual,1,17.6,1496,88.73,5.0,3360.0
2010,54801,Petrol,Manual,1,17.0,1497,118,5.0,3000.0
2014,29000,Diesel,Manual,1,23.4,1248,74,5.0,6900.0
2010,68000,Petrol,Manual,1,22.0,1197,81.80,5.0,3360.0
2014,58000,Petrol,Manual,1,17.01,1591,121.3,5.0,5508.0
2012,64290,Diesel,Manual,1,23.2,1248,73.94,5.0,4380.0
2015,31000,Diesel,Manual,1,13.0,2982,168.5,7.0,23819.999999999996
2018,16039,Diesel,Manual,1,17.1,1956,170,5.0,22200.0
2017,19860,Petrol,Manual,1,18.6,1197,81.83,5.0,8340.000000000002
2014,48500,CNG,Manual,2,26.6,998,58.16,5.0,3420.0
2012,75391,Diesel,Manual,1,13.93,2179,138,7.0,4500.0
2008,78000,Diesel,Manual,2,19.3,1248,73.9,5.0,2760.0
2016,78000,Diesel,Manual,1,25.0,1396,69.01,5.0,2760.0
2016,52000,Diesel,Manual,1,28.4,1248,74,5.0,7140.0
2016,30000,Petrol,Automatic,1,23.1,998,67.04,5.0,4188.0
2016,19254,Diesel,Automatic,1,14.69,2993,258,5.0,57240.0
2015,29651,Petrol,Manual,1,16.47,1198,74,5.0,7715.999999999998
2011,80000,Diesel,Manual,1,13.93,2179,138.03,7.0,5400.0
2018,2971,Petrol,Automatic,1,13.6,1598,181,4.0,47700.0
2015,21400,Petrol,Manual,1,15.6,1196,70,5.0,4800.0
2015,77000,Diesel,Manual,1,26.0,1498,98.6,5.0,8376.0
2006,80000,Diesel,Manual,2,12.6,1991,112,7.0,2100.0
2013,81755,Diesel,Manual,1,20.0,1968,108.5,5.0,5700.0
2016,99593,Diesel,Manual,1,11.5,2982,171,7.0,28200.000000000007
2014,39791,Diesel,Manual,1,22.32,1582,126.32,5.0,8988.0
2015,113000,Diesel,Manual,1,15.1,2179,140,7.0,13020.000000000002
2017,24000,Petrol,Manual,1,25.17,799,53.3,5.0,4200.0
2015,39000,Petrol,Manual,2,18.6,1197,81.83,5.0,7559.999999999999
2012,37000,Petrol,Automatic,1,15.6,1497,116.3,5.0,8100.0
2017,61108,Diesel,Automatic,1,10.91,3198,197,7.0,34656.0
2016,61648,Petrol,Automatic,1,13.7,1798,157.75,5.0,17076.0
2012,37000,Diesel,Automatic,3,22.69,1995,190,5.0,18000.0
2013,53000,CNG,Manual,1,22.8,1373,80.9,7.0,6960.000000000001
2013,65000,Diesel,Manual,1,23.2,1248,73.94,5.0,4500.0
2005,120000,Petrol,Manual,1,0.0,1086,112,5.0,1380.0
2011,148009,Diesel,Manual,2,11.5,2982,171,7.0,15300.000000000002
2009,53001,Petrol,Manual,1,16.1,1298,88.2,5.0,2340.0
2018,22345,Petrol,Manual,1,20.3,1199,84,5.0,5940.0
2015,50000,Petrol,Automatic,1,18.0,1497,117.3,5.0,9900.0
2013,48183,Diesel,Automatic,1,13.2,1995,170,5.0,25187.999999999996
2010,93000,Diesel,Automatic,2,14.21,2143,203,5.0,21000.0
2015,53500,Diesel,Manual,1,28.4,1248,74,5.0,6431.999999999999
2014,17585,Petrol,Manual,1,16.02,1373,93.7,7.0,7620.0
2011,36226,Petrol,Manual,1,17.01,1591,121.3,5.0,3540.0
2019,25899,Diesel,Automatic,1,12.63,2179,147.5,5.0,66840.0
2009,60170,Petrol,Manual,1,0.0,1086,62,5.0,1380.0
2017,11200,Diesel,Automatic,1,19.27,2143,167.62,5.0,45000.0
2017,49045,Petrol,Manual,1,20.36,1197,78.9,5.0,4884.0
2012,45000,Diesel,Manual,1,22.07,1199,73.9,5.0,3588.0000000000005
2017,40000,Diesel,Manual,1,24.3,1248,88.5,5.0,9480.0
2016,36600,Diesel,Manual,1,19.87,1461,83.8,5.0,8988.0
2009,117000,Diesel,Manual,1,18.0,1248,75,5.0,1320.0
2016,16000,Diesel,Automatic,1,11.3,2987,254.8,7.0,67200.0
2016,50000,Diesel,Manual,1,25.4,1186,73.97,5.0,4200.0
2008,150000,Diesel,Manual,1,18.1,1493,110,5.0,3600.0000000000005
2014,11000,Petrol,Manual,1,17.01,1591,121.3,5.0,7320.0
2010,102016,Petrol,Manual,1,15.6,1196,70,5.0,2700.0
2016,38000,Diesel,Manual,1,25.2,1248,74,5.0,7140.0
2013,71491,Diesel,Manual,1,23.08,1461,63.12,5.0,5940.0
2015,46354,Petrol,Manual,2,16.47,1198,74,5.0,6588.0
2019,87000,Diesel,Automatic,1,22.69,1995,190,5.0,8004.0
2015,20765,Petrol,Manual,1,15.0,1598,103.52,5.0,7500.0
2005,58000,Petrol,Manual,2,0.0,999,112,5.0,1812.0
2014,51076,Diesel,Automatic,1,12.07,2967,241.4,7.0,41856.0
2016,84085,Diesel,Manual,1,26.21,1248,88.5,5.0,8280.000000000002
2014,55000,Diesel,Manual,1,25.1,1498,98.6,5.0,7188.0
2010,73000,Petrol,Automatic,1,10.93,3498,272,5.0,12480.0
2012,50001,Diesel,Automatic,1,14.57,2967,241.38,5.0,34800.00000000001
2016,93166,Diesel,Manual,2,14.02,2179,118.3,7.0,7020.0
2006,99583,Petrol,Automatic,3,12.0,1493,100,5.0,2652.0
2010,72000,Petrol,Manual,1,15.5,1586,103.3,5.0,2880.0
2009,70000,Petrol,Manual,3,14.53,1798,138.1,5.0,3600.0000000000005
2012,61000,Petrol,Automatic,2,14.4,1598,103.6,5.0,4500.0
2015,66510,Petrol,Manual,1,21.1,814,55.2,5.0,3540.0
2011,84062,Diesel,Manual,1,20.0,1968,108.5,5.0,6960.000000000001
2012,80799,Diesel,Manual,1,22.9,1248,74,5.0,5880.0
2018,5000,Petrol,Automatic,1,14.28,1798,138.03,5.0,20340.0
2013,92000,Diesel,Manual,1,12.99,2494,100,8.0,15000.0
2017,53000,Diesel,Manual,1,27.28,1047,69,5.0,6000.0
2015,39822,Petrol,Manual,1,15.41,1598,103.52,5.0,5616.0
2016,29000,Diesel,Automatic,1,10.91,3198,197,7.0,35760.0
2017,24214,Petrol,Manual,2,25.17,799,53.3,5.0,4152.0
2012,75000,Diesel,Manual,1,23.0,1396,90,5.0,4800.0
2012,77216,Diesel,Manual,2,17.5,1896,106,5.0,5400.0
2013,74290,Diesel,Manual,1,21.43,1364,87.2,5.0,7044.0
2015,61000,Diesel,Manual,1,15.4,2179,120,8.0,11400.0
2013,44000,Diesel,Automatic,1,14.16,1968,174.3,5.0,39000.0
2014,74041,Diesel,Manual,1,18.2,1248,73.8,8.0,4656.0
2013,85846,Diesel,Automatic,1,22.69,1995,190,5.0,15696.000000000002
2012,52000,Diesel,Manual,1,21.64,1461,84.8,5.0,4200.0
2010,47000,Petrol,Manual,2,12.8,2354,177.6,5.0,4200.0
2010,72010,Diesel,Manual,1,16.8,1493,110,5.0,5340.0
2015,15000,Petrol,Manual,1,16.8,796,34.2,8.0,2819.9999999999995
2015,480000,Petrol,Manual,1,17.4,1497,117.3,5.0,6000.0
2012,24720,Diesel,Automatic,2,0.0,2967,241.4,5.0,33600.0
2007,75000,Petrol,Manual,2,16.6,1388,68,5.0,2400.0
2015,57000,Diesel,Manual,1,22.54,1396,88.73,5.0,7620.0
2015,41057,Diesel,Automatic,1,13.0,2143,201.1,5.0,29556.0
2012,92000,CNG,Manual,2,26.2,998,58.2,5.0,3600.0000000000005
2016,20000,Diesel,Manual,1,22.77,1498,98.59,5.0,9480.0
2011,52359,Petrol,Manual,1,18.5,1197,80,5.0,3900.0
2016,17000,Petrol,Manual,2,17.8,1497,117.3,5.0,9900.0
2011,39002,Diesel,Manual,1,23.08,1461,63.1,5.0,3420.0
2010,129986,Diesel,Manual,2,20.0,1399,68,5.0,3840.000000000001
2013,45000,Petrol,Manual,1,18.44,1198,75,5.0,2100.0
2013,41300,Diesel,Manual,1,17.8,1248,112,5.0,4056.0
2009,82002,Petrol,Manual,2,12.8,2354,177.6,5.0,6900.0
2010,67000,Petrol,Automatic,1,13.7,1798,157.75,5.0,5639.999999999999
2017,21260,Petrol,Manual,1,14.0,796,35,5.0,3480.0000000000005
2012,55362,Diesel,Manual,1,21.9,1396,88.8,5.0,5100.0
2017,13000,Diesel,Automatic,1,17.01,1582,126.2,5.0,17400.000000000004
2016,45725,Diesel,Manual,1,25.2,1248,74,5.0,6408.0
2014,105000,Diesel,Manual,1,25.2,1248,74,5.0,4620.000000000001
2009,156056,Diesel,Manual,1,12.8,2494,102,8.0,10200.0
2016,135000,Diesel,Manual,1,24.4,1120,71,5.0,5040.0
2016,67000,Diesel,Manual,1,20.77,1248,88.7,7.0,8100.0
2016,90000,Diesel,Automatic,1,10.91,3198,197.2,7.0,31200.0
2019,32251,Diesel,Manual,1,22.54,1396,88.73,5.0,10332.0
2009,47000,Petrol,Manual,1,19.0,998,67.1,5.0,1752.0
2011,75308,Diesel,Manual,2,21.1,1248,73.9,5.0,3360.0
2018,44202,CNG,Manual,1,32.26,998,58.2,4.0,4800.0
2014,58000,Petrol,Manual,1,17.0,1497,118,5.0,6564.000000000001
2009,60000,Petrol,Manual,1,17.5,1298,85.8,5.0,2940.0
2014,45000,Diesel,Automatic,1,17.05,1995,184,5.0,25800.0
2010,41195,Petrol,Manual,1,15.0,1368,90,5.0,1655.9999999999998
2016,89000,Diesel,Manual,1,16.0,2179,140,7.0,16200.0
2009,60510,Petrol,Automatic,2,16.95,1197,78.9,5.0,3720.0
2016,8500,Petrol,Manual,1,21.4,1197,83.1,5.0,6588.0
2017,35981,Diesel,Manual,1,24.3,1248,88.5,5.0,11412.0
2012,23152,Petrol,Manual,1,15.6,1196,70.02,5.0,2868.0
2014,74663,CNG,Manual,1,33.54,998,67.04,5.0,3900.0
2014,61529,Petrol,Automatic,1,18.19,1197,103.5,5.0,6779.999999999999
2010,91596,Diesel,Manual,1,14.95,2489,93.7,7.0,2220.0
2019,14298,Petrol,Automatic,1,13.33,2995,340,5.0,2424.0
2013,83327,Diesel,Manual,1,19.3,1248,73.9,5.0,6960.000000000001
2017,22857,Petrol,Manual,1,16.2,1199,74,5.0,8280.000000000002
2013,34620,Petrol,Manual,2,17.01,1591,121.3,5.0,6420.0
2010,56000,Petrol,Manual,1,19.81,1086,68.05,5.0,3420.0
2014,81000,Diesel,Automatic,1,13.0,2143,204,5.0,27300.0
1998,95150,Petrol,Manual,3,17.3,993,60,5.0,540.0
2013,32776,Petrol,Manual,1,20.36,1197,78.9,5.0,5568.0
2016,51587,Diesel,Manual,1,25.8,1498,98.6,5.0,6323.999999999998
2016,36000,Diesel,Manual,1,14.1,2179,148,7.0,12000.0
2015,22000,Petrol,Manual,1,18.5,1198,86.8,5.0,4740.0
2010,30754,Petrol,Manual,1,17.0,1197,80,5.0,4056.0
2018,37109,Petrol,Manual,1,14.69,1390,120.33,5.0,20160.0
2010,45000,Petrol,Manual,1,16.7,1198,88.8,5.0,2388.0000000000005
2017,33284,Petrol,Manual,1,18.9,1197,82,5.0,7008.0
2016,55115,Diesel,Automatic,1,14.74,2993,270.9,5.0,43380.0
2014,18000,Diesel,Automatic,1,16.36,2179,187.7,5.0,30840.0
2013,130790,Diesel,Manual,1,16.0,2179,140,7.0,11088.0
2015,16607,Diesel,Manual,1,22.7,1598,118,5.0,9180.0
2015,32205,Diesel,Automatic,1,17.11,1968,174.33,5.0,30372.0
2013,67000,Diesel,Manual,1,19.01,1461,108.45,5.0,5700.0
2014,57676,Petrol,Manual,1,19.1,1197,85.8,5.0,8028.000000000001
2012,41000,Petrol,Manual,1,16.47,1198,73.9,5.0,3720.0
2012,65000,Petrol,Manual,1,19.7,796,35,8.0,1860.0
2019,12153,Petrol,Automatic,1,18.9,1197,81.86,5.0,8208.0
2014,16810,Petrol,Manual,1,25.4,624,37.5,4.0,1920.0000000000005
2017,61221,Petrol,Automatic,1,17.84,1395,147.51,5.0,26076.0
2015,22000,Petrol,Manual,1,16.47,1198,74,5.0,5700.0
2015,63714,Petrol,Manual,1,22.74,796,47.3,5.0,2940.0
2019,14857,Diesel,Automatic,1,20.7,1496,113.98,5.0,37860.0
2012,69000,Diesel,Automatic,2,15.2,1968,140.8,5.0,12300.0
2019,14648,Diesel,Manual,1,12.62,2198,158,7.0,32832.0
2013,100000,Petrol,Manual,2,15.8,1499,110,5.0,7800.0
2016,22000,Petrol,Manual,1,18.9,1197,82,5.0,5100.0
2014,10000,Petrol,Manual,1,18.2,1199,82.4,5.0,6600.0
2015,107000,Petrol,Manual,1,20.85,1197,83.14,5.0,4800.0
2017,48198,Petrol,Manual,1,17.57,1193,88.7,5.0,5580.0
2015,15000,Diesel,Automatic,1,19.27,2143,170,5.0,34200.0
2014,80073,Diesel,Manual,1,17.3,1998,163.7,5.0,8532.0
2013,85388,Diesel,Manual,1,21.1,1248,73.9,5.0,4680.0
2017,14700,Petrol,Manual,1,18.9,1197,81.86,5.0,6720.0
2012,150000,Diesel,Manual,3,28.4,1248,73.75,5.0,2700.0
2011,34994,Diesel,Manual,1,22.32,1582,126.32,5.0,4680.0
2014,82536,Diesel,Automatic,1,14.74,2993,270.9,5.0,34356.0
2013,82000,Petrol,Automatic,1,13.7,1798,157.75,5.0,8700.000000000002
2006,52000,Petrol,Manual,2,18.9,998,67.1,5.0,2400.0
2011,20000,Petrol,Manual,1,16.47,1198,73.9,5.0,4200.0
2011,55000,Petrol,Manual,1,14.8,1799,130.2,5.0,6000.0
2015,47001,CNG,Manual,1,20.0,1196,63,5.0,4464.0
2014,52000,Petrol,Manual,1,22.5,998,67.04,5.0,4140.000000000001
2013,43284,Diesel,Manual,1,23.4,1248,74,5.0,5400.0
2018,23875,Petrol,Automatic,1,13.0,1591,121.3,5.0,17231.999999999996
2016,51866,Petrol,Manual,1,18.9,1197,82,5.0,6600.0
2013,69000,Diesel,Manual,1,23.08,1461,63.1,5.0,3600.0000000000005
2017,62788,Petrol,Manual,1,18.9,1197,81.86,5.0,7296.0
2013,150000,Diesel,Manual,1,20.54,1598,103.6,5.0,6000.0
2015,47566,Diesel,Automatic,1,12.55,2982,168.5,7.0,24300.0
2002,67000,Petrol,Manual,3,0.0,999,112,5.0,1440.0
2018,20300,Diesel,Automatic,1,11.36,2755,171.5,7.0,21600.0
2015,48300,Diesel,Automatic,1,20.0,2143,107.3,5.0,21000.0
2013,30000,Petrol,Manual,1,21.1,814,55.2,5.0,2520.0
2012,36000,Diesel,Manual,2,22.7,1582,126.24,5.0,9000.0
2015,27641,Diesel,Automatic,2,20.7,1496,113.98,4.0,29724.0
2015,60000,Diesel,Manual,1,19.64,1461,108.45,5.0,10380.0
2019,9000,Diesel,Automatic,1,10.91,3198,197,7.0,42600.0
2014,60750,Petrol,Manual,1,14.28,1798,138.03,5.0,12600.000000000002
2018,9000,Diesel,Manual,1,14.0,2179,155,7.0,15600.0
2012,41100,Diesel,Automatic,1,16.77,2993,261.49,5.0,31800.0
2004,60000,Petrol,Manual,2,17.3,1061,64,5.0,1680.0
2017,38424,Petrol,Manual,1,17.8,1497,117.3,5.0,9012.0
2014,50000,Diesel,Manual,1,22.9,1248,74,5.0,5160.0
2015,19000,Petrol,Automatic,1,18.0,1497,117.3,5.0,10740.0
2015,58734,Diesel,Manual,1,20.77,1248,88.76,7.0,8292.0
2016,65257,Diesel,Manual,1,19.01,1461,108.45,5.0,11700.0
2010,130000,Diesel,Manual,2,19.3,1248,73.9,5.0,4800.0
2011,79000,Diesel,Manual,1,23.2,1248,73.94,5.0,4380.0
2013,78000,Diesel,Manual,1,15.1,2179,140,7.0,12900.0
2015,49133,Petrol,Manual,1,19.4,1198,86.8,5.0,5412.0
2016,22769,Diesel,Automatic,1,0.0,2987,165,5.0,59064.00000000001
2014,54448,Diesel,Manual,1,21.02,1248,88.8,5.0,4440.0
2014,158793,Diesel,Manual,1,12.8,2494,102,7.0,15588.000000000002
2015,62088,Petrol,Manual,1,18.6,1197,85.8,5.0,4980.0
2012,14800,Petrol,Manual,1,17.01,1591,121.3,5.0,5280.0
2015,26000,Petrol,Manual,1,17.3,1497,117.3,7.0,5100.0
